,Art Title,Movement,Name
37283,flock-of-sheep-at-pasture-1655,Baroque,aelbert-cuyp
37284,study-of-three-male-figures-after-raphael,High Renaissance,michelangelo
37285,st-jerome-as-cardinal,Mannerism Late Renaissance,el-greco
37286,company-bego-1,Naive Art Primitivism,niko-pirosmani
37287,forest-edges,Realism,ivan-shishkin
37288,self-portrait-as-a-female-martyr-1615,Baroque,artemisia-gentileschi
37289,tarquin-and-lucretia,Mannerism Late Renaissance,titian
37290,cultivation-of-the-vines,Post Impressionism,henri-martin
37291,le-champ-a-l-arbre-1964,Abstract Expressionism,raoul-ubac
37292,tombs-in-the-valley-of-hinnom-1889,Realism,james-tissot
37293,still-life-apples-in-a-sieve-1955,Realism,pyotr-konchalovsky
37294,the-meeting-bonjour-monsieur-courbet-1854,Realism,gustave-courbet
37295,orchard-with-blossoming-plum-trees-1888,Post Impressionism,vincent-van-gogh
37296,sketch-figures-on-beach-also-known-as-early-beach,Impressionism,maurice-prendergast
37297,the-coast-at-amalfi-1841,Romanticism,ivan-aivazovsky
37298,listening-to-the-cock-1944,Cubism,marc-chagall
37299,texas-dry-country,Impressionism,robert-julian-onderdonk
37300,symphony-in-white-and-red,Symbolism,james-mcneill-whistler
37301,woman-with-collie,Impressionism,john-singer-sargent
37302,not,Ukiyo e,utagawa-kunisada
37303,sem-titulo-1961,Expressionism,sa-nogueira
37304,self-portrait-vistula-river-behind,Art Nouveau Modern,jacek-malczewski
37305,the-inferno-canto-8,Romanticism,gustave-dore
37306,spring-in-the-valley,Impressionism,willard-metcalf
37307,countess-ekaterina-riboper,Rococo,vladimir-borovikovsky
37308,st-john,Northern Renaissance,albrecht-durer
37309,pandora,Abstract Expressionism,miriam-schapiro
37310,mounted-knights-1896,Symbolism,viktor-vasnetsov
37311,the-tops-of-the-birches-1940,Realism,pyotr-konchalovsky
37312,dorothy-and-her-sister,Impressionism,william-merritt-chase
37313,after-bathing,Impressionism,pierre-auguste-renoir
37314,putti-dancing-and-making-music-1495,Northern Renaissance,albrecht-durer
37315,woman-in-red-kimono-1985,Expressionism,george-segal
37316,for-tidlig-nedkomst-1894,Art Nouveau Modern,theodor-severin-kittelsen
37317,antonio-allegri-da-correggio(2),High Renaissance,correggio
37318,lotus-1945,Abstract Expressionism,morris-graves
37319,beaulieu-1890,Impressionism,pierre-auguste-renoir
37320,moscow-red-square,Impressionism,boris-kustodiev
37321,dancer-with-castenets-1895,Impressionism,pierre-auguste-renoir
37322,the-gully-peiroulets-1889-1,Post Impressionism,vincent-van-gogh
37323,old-man-1897,Expressionism,laszlo-mednyanszky
37324,mrs-frederick-roller-1895,Realism,john-singer-sargent
37325,female-figure-in-a-landscape-1883,Realism,ilya-repin
37326,day-1904,Symbolism,mikalojus-ciurlionis
37327,norman-s-woe-gloucester-massachusetts,Impressionism,childe-hassam
37328,portrait-of-a-monk-of-the-benedictine-order-holding-a-skull,Baroque,anthony-van-dyck
37329,untitled-4,Abstract Expressionism,mark-tobey
37330,leisures-on-red-bottom-1949,Naive Art Primitivism,fernand-leger
37331,at-the-piano-madame-juliette-pascal-in-the-salon-of-the-chateau-de-malrome-1896,Post Impressionism,henri-de-toulouse-lautrec
37332,yellow-and-blue-1951,Color Field Painting,ellsworth-kelly
37333,landscape-at-cadaques,Post Impressionism,andre-derain
37334,gendarmerie-sitting-on-bed-with-a-fallen-rose-1948,Expressionism,yiannis-tsaroychis
37335,landscape-with-buffalo-on-the-upper-missouri-1833,Romanticism,karl-bodmer
37336,lake-traun-1840,Romanticism,rudolf-von-alt
37337,witches-ready-to-fly,Romanticism,francisco-goya
37338,portrait-of-z-proshinskaya-1901,Realism,boris-kustodiev
37339,the-frog-king,Symbolism,koloman-moser
37340,mountain-landscape-with-the-grundlsee,Romanticism,rudolf-von-alt
37341,idol,Realism,vincent-van-gogh
37342,reconstructing-1926(1),Expressionism,paul-klee
37343,crying,Expressionism,toyen
37344,the-marriage-at-cana,Northern Renaissance,gerard-david
37345,interior-at-petworth,Romanticism,william-turner
37346,the-vase-of-cornflowers,Realism,salvador-dali
37347,harnessed-team,Expressionism,ernst-ludwig-kirchner
37348,mount-soracte-1827,Realism,camille-corot
37349,the-munich-opera-house,Impressionism,adolf-hitler
37350,woman-s-head,Post Impressionism,henri-de-toulouse-lautrec
37351,pieta-rondanini-unfinished-1564,High Renaissance,michelangelo
37352,head-of-a-halberdier,Northern Renaissance,hieronymus-bosch
37353,ipatiev-monastery-in-the-winter-night,Realism,aleksey-savrasov
37354,wave-rolling-after-wave-where-way-they-found-if-steep-with-torrent-rapture,Romanticism,gustave-dore
37355,ville-d-avray-1873,Realism,camille-corot
37356,feet-1885(1),Realism,vincent-van-gogh
37357,landscape-summer-flowers-1969,Abstract Expressionism,ralph-rosenborg
37358,sitter-1803,Romanticism,orest-kiprensky
37359,peter-i-on-the-hunt-1902,Impressionism,valentin-serov
37360,an-icon-from-the-iconostasis-of-the-st-andrew-s-church-in-kiev-1754,Baroque,aleksey-antropov
37361,baby,Expressionism,m.c.-escher
37362,girl-s-head-green-background,Impressionism,mary-cassatt
37363,three-lemons-1918,Impressionism,pierre-auguste-renoir
37364,curtains-1885,Post Impressionism,paul-cezanne
37365,himalayas-6,Symbolism,nicholas-roerich
37366,south-boston-pier-also-known-as-atlantic-city-pier-1896,Impressionism,maurice-prendergast
37367,portrait-of-painter-waldmuller,Expressionism,george-bouzianis
37368,harbor-view-hotel,Impressionism,john-henry-twachtman
37369,yvonne-printemps-and-sacha-guitry,Post Impressionism,edouard-vuillard
37370,motif-from-goisern-1903,Romanticism,rudolf-von-alt
37371,sara-in-a-bonnet,Impressionism,mary-cassatt
37372,on-the-stage-1880-1,Impressionism,edgar-degas
37373,the-three-graces-1972,Post Impressionism,constantin-piliuta
37374,at-dominic-s-1887,Realism,ilya-repin
37375,beach-at-skagen-1903,Impressionism,peder-severin-kroyer
37376,the-egyptians-admire-sarai-s-beauty,Symbolism,james-tissot
37377,varangian-warrior-1911,Art Nouveau Modern,nicholas-roerich
37378,paris-and-oenone,Baroque,agostino-carracci
37379,symphony-in-blue-and-pink,Symbolism,james-mcneill-whistler
37380,freyung-in-vienna-view-from-the-southeast-1758,Rococo,bernardo-bellotto
37381,masquerade-gold-guitarist,Expressionism,ossip-zadkine
37382,standing-nude-elvira-1918,Expressionism,amedeo-modigliani
37383,landscape-with-the-moon-bolshaya-sadovaya-1931,Post Impressionism,pyotr-konchalovsky
37384,estaque-the-harbour-1906,Fauvism,georges-braque
37385,mells-somersetshire(1),Impressionism,winston-churchill
37386,volcano-vulkan-1919,Expressionism,lyonel-feininger
37387,soft-neon-1973,Minimalism,perle-fine
37388,na-cisterna,Impressionism,antã³nio-de-carvalho-da-silva-porto
37389,still-life-vase-with-flowers-1903,Post Impressionism,paul-cezanne
37390,the-starry-night-1889(1),Post Impressionism,vincent-van-gogh
37391,landscape-in-montsouris-park-with-five-figures-1910,Naive Art Primitivism,henri-rousseau
37392,the-piazzetta-and-the-old-campanile-venice,Impressionism,walter-sickert
37393,not,Symbolism,edward-burne-jones
37394,st-idelfonso-1,Mannerism Late Renaissance,el-greco
37395,the-stag-hunt-1595,Baroque,paul-bril
37396,arm-with-vase-of-flowers-1910,Impressionism,giovanni-boldini
37397,conversation-1889,Realism,mihaly-munkacsy
37398,two-dancers-on-stage-1877,Impressionism,edgar-degas
37399,ophelia-1,Symbolism,odilon-redon
37400,christ-and-the-disciples-at-emmaus-1511,Northern Renaissance,albrecht-durer
37401,quay-du-louvre-1,Post Impressionism,edouard-cortes
37402,jacob-coin-de-village,Realism,camille-pissarro
37403,the-painter-boy-1890,Romanticism,jacek-malczewski
37404,cossack-fighting-off-a-tiger-1811,Romanticism,alexander-orlowski
37405,altar-cross-1661(1),Baroque,gian-lorenzo-bernini
37406,denunciation-of-adam-and-eve,Symbolism,george-frederick-watts
37407,the-course-of-empire-1836(1),Romanticism,thomas-cole
37408,the-family-of-the-artist-1635,Baroque,cornelis-de-vos
37409,kazakh-with-his-national-headdress,Realism,vasily-vereshchagin
37410,one-ton-prop-house-of-cards-1969,Minimalism,richard-serra
37411,flash-2002,Minimalism,john-mccracken
37412,screen-i-diptych-1955,Abstract Expressionism,kenzo-okada
37413,specchio-1968,Minimalism,giovanni-anselmo
37414,bloomsday-1962,Minimalism,anne-truitt
37415,the-battle-of-the-taro-1579,Mannerism Late Renaissance,tintoretto
37416,old-woman-with-a-ball-of-yarn,Expressionism,marc-chagall
37417,apostol-st-peter,Baroque,aleksey-antropov
37418,study-of-a-young-man,Rococo,maurice-quentin-de-la-tour
37419,street-flowers-1899-2,Art Nouveau Modern,raphael-kirchner
37420,still-life-of-cooking-utensils-cauldron-frying-pan-and-eggs,Rococo,jean-baptiste-simeon-chardin
37421,ploughman-in-the-fields-near-arles-1888,Post Impressionism,vincent-van-gogh
37422,the-kingfisher-1886,Post Impressionism,vincent-van-gogh
37423,party-in-the-open-air-1718,Rococo,antoine-watteau
37424,star-of-the-hero-1932-1,Symbolism,nicholas-roerich
37425,landscape,Impressionism,edgar-degas
37426,woman-in-blue-1919,Impressionism,pierre-auguste-renoir
37427,this-said-they-both-betook-them-several-ways,Romanticism,gustave-dore
37428,mae-west,Abstract Expressionism,willem-de-kooning
37429,two-monsters,Northern Renaissance,hieronymus-bosch
37430,coral-tree-by-black-point-honolulu-o-ahu-1930,Naive Art Primitivism,arman-manookian
37431,village-cafe-1900,Post Impressionism,albert-marquet
37432,girl-with-apples-portrait-of-irina-kustodiyeva,Realism,boris-kustodiev
37433,men-reading-1823,Romanticism,francisco-goya
37434,levitation-1915,Expressionism,egon-schiele
37435,spring-landscape-1890,Realism,aleksey-savrasov
37436,morning-at-kambayashi-1948,Ukiyo e,ito-shinsui
37437,girl-with-pearl-2010,Pop Art,marjorie-strider
37438,birth-of-venus-2006,Pop Art,robert-silvers
37439,the-poultry-yard-1898,Naive Art Primitivism,henri-rousseau
37440,scene-light-district-of-yoshiwara,Ukiyo e,katsushika-hokusai
37441,savior-in-the-crown-of-thorns-1906,Symbolism,viktor-vasnetsov
37442,white-sand-and-ochre-1961,Abstract Expressionism,william-scott
37443,the-talk-1892,Impressionism,camille-pissarro
37444,still-life-with-grapes-pears-and-lemons-1887-1,Post Impressionism,vincent-van-gogh
37445,the-death-of-the-ship-at-sea-1862,Realism,aleksey-savrasov
37446,under-the-moonbeams-1,Romanticism,john-atkinson-grimshaw
37447,maternal-tenderness-1908,Impressionism,mary-cassatt
37448,tatar-1998,Color Field Painting,paul-reed
37449,dragonfly,Art Nouveau Modern,wilhelm-kotarbinski
37450,burglary-at-easter-eve-1861,Realism,vasily-perov
37451,seaweed-1950,Baroque,willi-baumeister
37452,cycles-perfecta-1902,Art Nouveau Modern,alphonse-mucha
37453,bishop-1921,Art Nouveau Modern,boris-kustodiev
37454,warrior,Art Nouveau Modern,nicholas-roerich
37455,study,Mannerism Late Renaissance,tintoretto
37456,avondale-ohio,Realism,john-henry-twachtman
37457,bust-of-young-woman-from-avignon-1907,Cubism,pablo-picasso
37458,carpet-design-1898,Art Nouveau Modern,otto-eckmann
37459,eleonora-da-toledo-1543,Mannerism Late Renaissance,agnolo-bronzino
37460,clytemnestra-1882,Romanticism,john-collier
37461,nude-four-senses-1929,New Realism,john-french-sloan
37462,poor-john,Impressionism,camille-pissarro
37463,the-monarch-of-the-glen,Romanticism,edwin-henry-landseer
37464,the-muse-richard-wagner-1862,Symbolism,henri-fantin-latour
37465,still-life-1,Realism,konstantin-makovsky
37466,portrait-of-isabella-brant-1626,Baroque,peter-paul-rubens
37467,the-martyr-1970,Naive Art Primitivism,marc-chagall
37468,aurora-roman-goddess-of-the-dawn-bids-goodbye-to-her-lover-tithonus-aurora-is-about-to,Baroque,francesco-solimena
37469,plaster-statuette-1886,Post Impressionism,vincent-van-gogh
37470,landscape-with-path-and-pollard-trees-1888,Post Impressionism,vincent-van-gogh
37471,cassandra,Romanticism,dante-gabriel-rossetti
37472,maria-gr-di-teanu,Romanticism,gheorghe-tattarescu
37473,the-singing-lesson-the-teacher-mlle-dihau-with-mme-faveraud-1898,Post Impressionism,henri-de-toulouse-lautrec
37474,coronation-of-the-virgin-1490,Early Renaissance,domenico-ghirlandaio
37475,northern-eagle,Symbolism,konstantin-vasilyev
37476,street-of-the-great-captain-cordoba,Impressionism,childe-hassam
37477,arab,Abstract Expressionism,salvador-dali
37478,woman-with-a-green-necklace-madame-menier-1918,Expressionism,amedeo-modigliani
37479,the-rest-during-the-flight-to-egypt-1505,Northern Renaissance,albrecht-durer
37480,badende-1832,Romanticism,francesco-hayez
37481,gidayu-iii-1961,Minimalism,jean-degottex
37482,railway-1873,Impressionism,edouard-manet
37483,a-ligurian-flower-girl,Impressionism,henry-herbert-la-thangue
37484,lance-parfum-rodo-1896,Art Nouveau Modern,alphonse-mucha
37485,flowering-orchard-spring-1902,Post Impressionism,gustave-loiseau
37486,boats-at-collioure-1905,Pointillism,andre-derain
37487,artificial-flower-with-inscriptions-1975,Expressionism,ilka-gedo
37488,study-of-nursing-madonna-and-profile-heads,Early Renaissance,leonardo-da-vinci
37489,camaret-the-port,Impressionism,eugene-boudin
37490,paris-sharmanschitsa-sketch-1863,Realism,vasily-perov
37491,new-england,Post Impressionism,maurice-prendergast
37492,bouquet-of-wild-flowers-with-ocean-background,Post Impressionism,david-burliuk
37493,enthroned-madonna-enthroned-maria-lactans-1473,Early Renaissance,carlo-crivelli
37494,mariupol-port-and-plant,Symbolism,konstantin-bogaevsky
37495,portrait-of-fra-dana,Impressionism,william-merritt-chase
37496,abstract-composition,Abstract Expressionism,abidin-dino
37497,san-marco-square-in-venice-1895,Impressionism,eugene-boudin
37498,olive-trees-at-corfu-1909,Realism,john-singer-sargent
37499,sphinx,Symbolism,frantisek-kupka
37500,hylda-almina-and-conway-children-of-asher-wertheimer-1905,Realism,john-singer-sargent
37501,amor,Expressionism,tia-peltz
37502,lilacs-in-a-basket,Realism,pyotr-konchalovsky
37503,in-the-family-1927,Impressionism,ipolit-strambu
37504,towards-the-buffet,Impressionism,theodor-pallady
37505,road-of-la-roche-guyon,Impressionism,claude-monet
37506,wall-picture-with-metals-1923,Cubism,willi-baumeister
37507,christ-taking-leave-of-his-mother-1520,Northern Renaissance,lucas-cranach-the-elder
37508,octobre,Abstract Expressionism,raoul-ubac
37509,near-maloyaroslavets-1951,Realism,pyotr-konchalovsky
37510,cosy-corner-1894(1),Art Nouveau Modern,carl-larsson
37511,sewing-nets,Impressionism,emmanuel-zairis
37512,octopus-and-fish-1760,Ukiyo e,ito-jakuchu
37513,ambroise-vollard,Post Impressionism,pierre-bonnard
37514,harpy-in-a-dream,Symbolism,jacek-malczewski
37515,stars-1978,Naive Art Primitivism,maria-primachenko
37516,carnations-and-poppies,Impressionism,stefan-luchian
37517,dying-cadet,Symbolism,ferdinand-hodler
37518,the-sketch-of-the-round-window-art-1897,Art Nouveau Modern,koloman-moser
37519,hoopie-with-topknot-1929,Naive Art Primitivism,constantin-brancusi
37520,calvary-1543,Mannerism Late Renaissance,maerten-van-heemskerck
37521,bare-trees-1885,Impressionism,paul-gauguin
37522,don-quixote-89,Romanticism,gustave-dore
37523,cliffs-by-the-sea-in-the-snow-1870,Realism,gustave-courbet
37524,moret-sur-loing-morning-1892,Impressionism,alfred-sisley
37525,the-hunters-drawing-numbers,Rococo,pietro-longhi
37526,the-card-players-1896,Post Impressionism,paul-cezanne
37527,sir-david-richmond,Realism,john-singer-sargent
37528,woman-suckling-a-child,Baroque,rembrandt
37529,unknown-title-1,Expressionism,johannes-sveinsson-kjarval
37530,the-frying-pan-1946,Post Impressionism,william-scott
37531,nude-with-drapery-study-for-the-great-dancer-1907,Naive Art Primitivism,pablo-picasso
37532,chrysanthemums-and-asters,Post Impressionism,david-burliuk
37533,landscape-with-mills,Realism,johan-hendrik-weissenbruch
37534,standing-sitter-on-the-background-of-red-drapery-1802,Romanticism,orest-kiprensky
37535,woman-of-the-cree-tribe-1832,Romanticism,karl-bodmer
37536,the-virgin-lamb-1903,Realism,william-adolphe-bouguereau
37537,sleeping-woman-meditation-1904,Post Impressionism,pablo-picasso
37538,not-identified-26,Post Impressionism,henri-matisse
37539,soldiers-of-catherine-ii(3),Art Nouveau Modern,alexandre-benois
37540,self-portrait-3,Baroque,joshua-reynolds
37541,mount-zion-israel(1),Naive Art Primitivism,david-burliuk
37542,paysage-colore-aux-oiseaux-aquatique-1907,Fauvism,jean-metzinger
37543,te-deum-after-victory,Romanticism,gustave-dore
37544,glasgow-docks,Impressionism,john-atkinson-grimshaw
37545,aspen-spinny-a-gray-day-1884,Realism,isaac-levitan
37546,elaine-1877,Symbolism,john-atkinson-grimshaw
37547,madonna-and-blessing-child-1510,High Renaissance,vittore-carpaccio
37548,landscape,Impressionism,pericles-pantazis
37549,winter-harmony,Impressionism,john-henry-twachtman
37550,the-cat-and-the-rooster-le-chat-et-le-coq-from-aesop-s-fable-fables-d-sope-1946,Expressionism,pierre-alechinsky
37551,portrait-of-v-mamontova-1884,Romanticism,viktor-vasnetsov
37552,cotton-merchants-in-new-orleans-1873,Impressionism,edgar-degas
37553,portrait-of-i-m-markov-1921,Realism,boris-kustodiev
37554,chigi-palace-on-the-park,Romanticism,alexander-ivanov
37555,knight-of-entourage-1912,Art Nouveau Modern,nicholas-roerich
37556,madame-roulin-rocking-the-cradle-a-lullaby-1889-1,Post Impressionism,vincent-van-gogh
37557,the-praying-jew-rabbi-of-vitebsk-1914,Cubism,marc-chagall
37558,market-at-pontoise,Impressionism,camille-pissarro
37559,landscape-with-figures-and-rainbow-1980(1),Cubism,roy-lichtenstein
37560,richmond-yorkshire,Impressionism,philip-wilson-steer
37561,the-birth-of-venus-1912-1,Symbolism,odilon-redon
37562,the-bed-the-chair-waiting,Contemporary Realism,eric-fischl
37563,the-bell-tower,Post Impressionism,spyros-papaloukas
37564,landscape-at-osny-1883,Impressionism,camille-pissarro
37565,paragons-of-filial-piety,Ukiyo e,utagawa-kuniyoshi
37566,head-of-a-man,Rococo,antoine-watteau
37567,portraits-4,Realism,thomas-eakins
37568,mr-prejudice-1943,Naive Art Primitivism,horace-pippin
37569,still-life-with-gobleet-1914,Cubism,pablo-picasso
37570,new-house,Contemporary Realism,eric-fischl
37571,a-curved-line-within-two-distorted-rectangles-1978,Minimalism,robert-mangold
37572,morning-after-the-rain-rouen-1896,Impressionism,camille-pissarro
37573,princess-in-the-prison-tower-illustration-of-the-russian-fairy-tale-the-white-duck-1902,Art Nouveau Modern,ivan-bilibin
